plot_key,lat,lon,gps_acc_m,alt_m,district,block,habitation,site_polygon,n_trees,loreys_h_m,h_top5_m,h_mean_m,h_max_m,dbh_mean_cm,basal_area_cm2,crown_cover_pct,n_species,dominant_sp,sp_dominance,eth_chm,eth_chm_3x3,eth_chm_std_3x3,eth_sd,eth_sd_3x3,ndvi_amplitude,ndvi_mean
20.825966_84.644815,20.826,84.6448,4.744,111.1501,ANGUL,ATHAMALLIK,ANANDA PUR,,16,11.9611,12.84,5.7225,18.0,6.2269,920.1543,63.0,10,Asana Terminalia alata,0.25,16,15.88888931274414,0.31426968052731874,6,5.666666507720947,0.19902206652168702,0.6047001684335146
20.826051_84.646594,20.8261,84.6466,4.141,104.8765,ANGUL,ATHAMALLIK,ANANDA PUR,,8,13.974,7.434,4.8162,15.0,10.1859,1849.8579,88.0,6,Asana Terminalia alata,0.25,19,18.66666603088379,0.4714045207910317,7,6.44444465637207,0.172693233176825,0.6725422014294766
20.827024_84.643543,20.827,84.6435,4.873,106.678,ANGUL,ATHAMALLIK,ANANDA PUR,,8,9.7824,7.36,5.0625,16.5,12.812,2251.7241,78.0,7,Asana Terminalia alata,0.25,17,16.88888931274414,0.31426968052731874,6,6.333333492279053,0.16105556478995395,0.6421403750556698
20.827087_84.646448,20.8271,84.6464,4.724,112.5081,ANGUL,ATHAMALLIK,ANANDA PUR,,3,1.07,1.07,1.07,2.8,0.6366,0.9549,98.0,3,Telakuruma_Ixora_pavetta,0.3333,19,18.55555534362793,0.4969039949999476,7,6.666666507720947,0.16517096407772286,0.5467036845502353
20.827346_84.642134,20.8273,84.6421,4.998,89.793,ANGUL,ATHAMALLIK,ANANDA PUR,,10,13.4464,12.6,6.601,15.0,9.5493,1363.7987,48.0,9,Kurei Holarrhena antidysenterica,0.2,14,14.0,0.0,6,6.0,0.20303582404619136,0.6282068374853542
20.828018_84.64283,20.828,84.6428,4.811,110.1271,ANGUL,ATHAMALLIK,ANANDA PUR,,10,18.6453,12.44,6.546,22.0,10.8862,2065.672,58.0,8,Asana Terminalia alata,0.2,14,13.666666984558105,0.4714045207910317,6,6.0,0.14911677198066145,0.674197856711132
20.828198_84.64423,20.8282,84.6442,3.801,107.9487,ANGUL,ATHAMALLIK,ANANDA PUR,,10,11.3558,5.34,2.916,14.0,6.1434,867.9515,88.0,7,Asana Terminalia alata,0.3,13,13.55555534362793,0.4969039949999476,7,7.0,0.20475153528852635,0.6168515531045186
20.926499_85.652478,20.9265,85.6525,3.9,14.59,DHENKANAL,KAMAKHYANAGAR,TULASIPASI,,13,42.5351,33.84,13.4615,49.0,6.6355,1008.9628,23.0,5,Sala Shorea robusta,0.3077,17,16.66666603088379,1.0540925533894598,6,6.333333492279053,0.1534716390373706,0.6321772171983187
20.926894_85.66691,20.9269,85.6669,0.665,4.757,DHENKANAL,KAMAKHYANAGAR,TULASIPASI,,6,9.3021,7.6,7.1667,10.0,5.0399,208.8909,8.0,4,Sunari Cassia fistula,0.3333,9,9.777777671813965,1.6178021976178925,7,6.666666507720947,0.07372152494164863,0.4325535703192326
20.927937_85.652632,20.9279,85.6526,0.68,22.781,DHENKANAL,KAMAKHYANAGAR,TULASIPASI,,15,4.2597,8.4,3.8667,9.0,4.52,268.7331,23.0,5,Sala Shorea robusta,0.6,14,13.777777671813965,0.41573970964156254,6,6.333333492279053,0.11106790709241315,0.640520888834128
20.931564_85.663294,20.9316,85.6633,1.024,44.493,DHENKANAL,KAMAKHYANAGAR,TULASIPASI,,8,12.0898,10.6,7.225,15.0,12.1356,1634.6008,23.0,5,Sala Shorea robusta,0.5,13,13.0,0.0,5,5.0,0.1522952172379236,0.7101266584918264
20.931593_85.663369,20.9316,85.6634,1.543,18.106,DHENKANAL,KAMAKHYANAGAR,TULASIPASI,,15,14.8442,19.6,11.7333,25.0,3.8622,236.0268,33.0,12,Ambeda_Spondias_pinnata,0.2,13,13.0,0.0,5,5.0,0.1569051578801914,0.7109374720707818
20.934691_85.665477,20.9347,85.6655,4.192,23.4906,DHENKANAL,KAMAKHYANAGAR,TULASIPASI,,19,9.9271,14.0,5.7895,16.0,5.8133,680.1486,18.0,8,Sala Shorea robusta,0.4737,13,13.0,0.0,5,5.55555534362793,0.13310574631221211,0.740513688179398
20.935038_85.668127,20.935,85.6681,3.9,53.929,DHENKANAL,KAMAKHYANAGAR,TULASIPASI,,16,5.7309,7.2,3.5688,10.0,9.6687,1680.517,8.0,7,saugan Tectona grandis,0.375,14,14.0,0.0,5,5.0,0.22962825487107844,0.6670713587377933
20.967839_85.697164,20.9678,85.6972,3.9,-3.2407,DHENKANAL,KANKADAHAD,KANKANA,,17,8.058,13.62,4.9982,45.0,7.4634,1615.9415,28.0,6,Mahula Madhuca indica,0.2941,18,17.66666603088379,0.4714045207910317,6,6.0,0.1284628648515765,0.6872774118938965
20.968462_85.697621,20.9685,85.6976,3.9,0.3196,DHENKANAL,KANKADAHAD,KANKANA,,16,2.7,3.02,2.0375,3.1,3.2826,197.5909,2.5,6,Mahula Madhuca indica,0.4375,17,16.66666603088379,0.4714045207910317,7,6.55555534362793,0.13756735932515862,0.45849727600314993
20.96877_85.697427,20.9688,85.6974,4.9,-23.303,DHENKANAL,KANKADAHAD,KANKANA,,20,9.76,10.0,5.485,12.0,13.6475,5623.9985,2.5,6,Mahula Madhuca indica,0.6,17,17.22222137451172,0.41573970964156254,6,6.0,0.17347375462292702,0.6384915891656747
20.969023_85.695805,20.969,85.6958,4.864,0.0293,DHENKANAL,KANKADAHAD,KANKANA,,16,5.9298,6.26,3.2875,7.0,14.1668,5200.1021,53.0,5,Eucalyptus Eucalyptus spp.,0.4375,16,16.22222137451172,0.41573970964156254,6,6.0,0.16289914490662452,0.6337600058959586
20.970158_85.69672,20.9702,85.6967,4.898,-9.1575,DHENKANAL,KANKADAHAD,KANKANA,,11,7.0182,7.0,4.8182,10.0,20.6612,7283.0894,23.0,7,Mahula Madhuca indica,0.4545,17,16.66666603088379,0.4714045207910317,6,6.0,0.14753053487101137,0.7274536507485413
20.970671_85.695629,20.9707,85.6956,4.084,-6.993,DHENKANAL,KANKADAHAD,KANKANA,,11,4.0934,4.4,2.9745,5.0,5.1682,401.9188,28.0,5,Kendu Diospyros melanoxylon,0.3636,15,15.0,0.0,6,6.0,0.21411917527087618,0.7163666811169991
20.971334_85.696502,20.9713,85.6965,4.63,-2.0902,DHENKANAL,KANKADAHAD,KANKANA,,15,4.3355,5.8,2.9,7.0,12.0958,2507.1678,28.0,8,Kauchia Strychnos nux vomica,0.2,15,15.55555534362793,0.4969039949999476,6,6.0,0.1800511715610928,0.6992953652139865
20.972437_85.695593,20.9724,85.6956,4.873,-1.6497,DHENKANAL,KANKADAHAD,KANKANA,,10,7.5824,5.7,3.35,10.0,9.0082,1063.2346,18.0,7,Mahula Madhuca indica,0.3,14,14.222222328186035,0.41573970964156254,6,6.0,0.2038247137570369,0.7067825522283322
21.018825_85.612578,21.0188,85.6126,4.728,57.103,DHENKANAL,KANKADAHAD,BALIKUMA,Balikurma,36,15.2067,17.3,7.4389,22.0,11.5069,7627.9288,73.0,16,Sala Shorea robusta,0.2222,20,20.0,0.0,8,8.0,0.15737200457911896,0.7465850423044537
21.018991_85.615656,21.019,85.6157,3.9,56.358,DHENKANAL,KANKADAHAD,BALIKUMA,Balikurma,51,17.2155,24.0,9.7961,27.0,14.4619,13441.0336,48.0,18,Asana Terminalia alata,0.2353,20,20.0,0.0,7,7.0,0.1502212150014944,0.7505452736570022
21.019655_85.619941,21.0197,85.6199,4.971,64.8121,DHENKANAL,KANKADAHAD,BALIKUMA,Balikurma,41,15.2943,19.0,8.0749,22.0,12.2472,8555.8315,83.0,12,Sala Shorea robusta,0.3415,21,21.0,0.0,7,7.0,0.1089494548103932,0.7798569147514459
21.019794_85.61085,21.0198,85.6108,3.9,44.464,DHENKANAL,KANKADAHAD,BALIKUMA,Balikurma,30,14.3785,16.5,4.89,21.0,7.0283,2736.1424,73.0,12,Sala Shorea robusta,0.2,20,20.11111068725586,0.31426968052731874,7,7.111111164093018,0.13923494271887615,0.7651302110040383
21.019849_85.61665,21.0198,85.6167,4.613,70.5288,DHENKANAL,KANKADAHAD,BALIKUMA,Balikurma,55,16.4147,21.5,9.7855,22.0,14.4333,14844.2471,78.0,22,Asana Terminalia alata,0.2182,19,19.22222137451172,0.41573970964156254,8,8.0,0.14863484383747402,0.7430853134914565
21.021416_85.610006,21.0214,85.61,3.9,76.934,DHENKANAL,KANKADAHAD,BALIKUMA,Balikurma,21,13.2802,15.62,6.0019,26.0,12.1397,5680.368,58.0,10,Kendu Diospyros melanoxylon,0.2857,22,21.66666603088379,0.4714045207910317,7,7.0,0.15591829570032104,0.7434138200792844
21.02179_85.618937,21.0218,85.6189,3.9,79.73,DHENKANAL,KANKADAHAD,BALIKUMA,Balikurma,18,13.5938,11.78,5.3167,19.0,8.8649,2592.8306,63.0,7,Sala Shorea robusta,0.3889,21,21.0,0.0,7,7.333333492279053,0.11368758267269251,0.7892717928783507
21.021861_85.613366,21.0219,85.6134,3.9,65.386,DHENKANAL,KANKADAHAD,BALIKUMA,Balikurma,33,16.4918,19.4,6.0115,21.0,8.8355,4212.513,43.0,14,Sala Shorea robusta,0.2424,21,21.55555534362793,0.4969039949999985,8,7.666666507720947,0.1075377091868561,0.7772237107975292
21.022286_85.61525,21.0223,85.6153,3.9,69.101,DHENKANAL,KANKADAHAD,BALIKUMA,Balikurma,26,15.4248,18.12,5.6477,21.0,8.0814,3005.4032,48.0,15,Kendu Diospyros melanoxylon,0.1923,21,20.66666603088379,0.4714045207910317,7,7.0,0.09811787032854062,0.761156026868189
21.023003_85.611504,21.023,85.6115,3.9,56.863,DHENKANAL,KANKADAHAD,BALIKUMA,Balikurma,20,14.3739,17.0,6.714,21.0,11.4432,4437.0409,48.0,9,Sala Shorea robusta,0.25,21,21.77777862548828,0.6285393610547179,8,7.777777671813965,0.12023084378669026,0.7714269434667322
21.023941_85.616045,21.0239,85.616,3.9,51.181,DHENKANAL,KANKADAHAD,BALIKUMA,Balikurma,29,15.4371,17.0,5.5341,19.0,9.0993,4292.4884,53.0,13,Mahula Madhuca indica,0.1379,20,20.0,0.0,8,7.666666507720947,0.13598989425056626,0.7375726334870203
21.040585_85.690666,21.0406,85.6907,4.759,25.3214,DHENKANAL,KANKADAHAD,NUA SAHI,Kampulei,16,19.891,18.0,6.4188,25.0,4.9537,731.2374,28.0,7,Sala Shorea robusta,0.375,19,19.22222137451172,0.41573970964156254,6,6.0,0.15079847603132024,0.7364685895212761
21.041399_85.688028,21.0414,85.688,4.773,119.9,DHENKANAL,KANKADAHAD,NUA SAHI,Kampulei,17,15.8621,14.7,5.7753,21.0,9.334,3162.4286,38.0,10,Khakada_Casearia_elliptica,0.1765,22,22.0,0.0,7,7.111111164093018,0.16960074570682404,0.7159259308545438
21.043315_85.689977,21.0433,85.69,4.645,49.1512,DHENKANAL,KANKADAHAD,NUA SAHI,Kampulei,13,28.1504,28.0,11.6846,45.0,6.2462,1053.8771,38.0,8,Sala Shorea robusta,0.3077,21,21.0,0.0,7,7.222222328186035,0.17890119110798627,0.7343419225822214
21.043929_85.684979,21.0439,85.685,4.99,53.9468,DHENKANAL,KANKADAHAD,HADI SAHI,Kampulei,11,36.5057,27.6,13.5636,45.0,7.6857,1308.381,28.0,5,Sala Shorea robusta,0.2727,20,20.33333396911621,0.4714045207910317,6,6.0,0.18875010295853456,0.7127663331320948
21.044343_85.521868,21.0443,85.5219,4.394,32.6411,DHENKANAL,KANKADAHAD,ADHAPALLI,Adhapalli,19,5.8785,7.8,4.9068,8.0,5.3607,671.6676,13.0,9,Sala Shorea robusta,0.2105,20,20.55555534362793,0.6849348892187711,7,7.0,0.09139201561308519,0.6641588822240758
21.044772_85.519605,21.0448,85.5196,4.532,34.2317,DHENKANAL,KANKADAHAD,ADHAPALLI,Adhapalli,25,6.3517,8.2,5.32,9.0,5.3966,771.0592,8.0,12,Arjuna Terminalia arjuna,0.2,23,22.66666603088379,0.4714045207910317,6,6.0,0.11710546835829169,0.6637921081600169
21.045566_85.52362,21.0456,85.5236,4.945,22.3894,DHENKANAL,KANKADAHAD,ADHAPALLI,Adhapalli,22,6.908,8.4,5.8182,9.0,4.6738,586.1911,8.0,12,Bara Ficus benghalensis,0.1818,22,22.44444465637207,0.4969039949999985,6,6.0,0.137006732342979,0.6864253710417023
21.046197_85.525567,21.0462,85.5256,4.955,27.8369,DHENKANAL,KANKADAHAD,ADHAPALLI,Adhapalli,20,6.3703,8.4,5.55,9.0,5.6936,676.8441,2.5,15,Sala Shorea robusta,0.15,16,16.22222137451172,0.41573970964156254,5,5.44444465637207,0.1121901694585618,0.5177927017563665
21.046237_85.520861,21.0462,85.5209,11.263,42.3455,DHENKANAL,KANKADAHAD,ADHAPALLI,Adhapalli,11,9.3809,10.6,7.2727,23.0,4.5174,282.316,8.0,6,Kendu Diospyros melanoxylon,0.3636,26,25.66666603088379,0.4714045207910317,6,6.0,0.10776869755029916,0.7234251137548263
21.046252_85.683699,21.0463,85.6837,4.645,65.861,DHENKANAL,KANKADAHAD,NUA SAHI,Kampulei,17,26.5972,29.2,13.0882,35.0,7.3998,1730.3182,53.0,8,Sala Shorea robusta,0.3529,19,19.0,0.0,6,6.0,0.17062558048184942,0.7309622596874908
21.047075_85.526962,21.0471,85.527,4.802,28.1181,DHENKANAL,KANKADAHAD,ADHAPALLI,Adhapalli,9,7.7994,7.6,6.3333,9.0,5.1683,306.0431,2.5,7,Amba Mangifera indica,0.2222,20,20.33333396911621,0.4714045207910317,7,7.0,0.13932381041949707,0.5702651411510332
21.047435_85.691744,21.0474,85.6917,4.347,64.1084,DHENKANAL,KANKADAHAD,NUA SAHI,Kampulei,14,18.9746,20.8,8.6643,28.0,8.5171,1703.6948,38.0,6,Sala Shorea robusta,0.5,21,20.77777862548828,0.41573970964156254,7,7.0,0.1662073219720515,0.7294236513083046
21.047558_85.52488,21.0476,85.5249,4.756,3.2191,DHENKANAL,KANKADAHAD,ADHAPALLI,Adhapalli,12,7.4761,8.2,6.3333,9.0,4.9386,347.7906,8.0,8,Kendu Diospyros melanoxylon,0.3333,17,17.22222137451172,0.6285393610547179,6,6.0,0.1279162328863405,0.6786263115685726
21.047646_85.527402,21.0476,85.5274,4.654,28.4915,DHENKANAL,KANKADAHAD,ADHAPALLI,Adhapalli,11,6.72,7.4,5.8182,8.0,5.2466,344.5504,2.5,8,Amba Mangifera indica,0.2727,20,20.77777862548828,0.41573970964156254,8,7.666666507720947,0.15020504985113362,0.640671758688157
21.047655_85.526258,21.0477,85.5263,4.945,12.1804,DHENKANAL,KANKADAHAD,ADHAPALLI,Adhapalli,13,8.1821,8.6,6.8462,9.0,5.0636,382.2565,8.0,10,Kendu Diospyros melanoxylon,0.2308,19,19.33333396911621,0.4714045207910317,7,7.0,0.13003072957179945,0.6675249612530263
21.048412_85.523557,21.0484,85.5236,4.921,9.0944,DHENKANAL,KANKADAHAD,ADHAPALLI,Adhapalli,13,6.8378,7.4,5.8462,8.0,4.4801,324.202,2.5,9,Kendu Diospyros melanoxylon,0.2308,17,17.33333396911621,0.4714045207910317,5,5.0,0.1279427937586438,0.7027753867365436
21.048834_85.524919,21.0488,85.5249,4.797,37.5809,DHENKANAL,KANKADAHAD,ADHAPALLI,Adhapalli,11,8.3127,8.6,7.0,9.0,5.3404,350.771,2.5,9,Arjuna Terminalia arjuna,0.1818,15,15.11111068725586,0.31426968052731874,6,6.111111164093018,0.14421872524407173,0.6777974491244939
21.049949_85.690852,21.0499,85.6909,4.502,69.4401,DHENKANAL,KANKADAHAD,NUA SAHI,Kampulei,18,18.0767,21.4,10.3278,25.0,9.5405,2112.8813,63.0,8,Sala Shorea robusta,0.3889,20,20.0,0.0,7,7.0,0.12923384182852674,0.7472667035079805
21.050477_85.686889,21.0505,85.6869,4.716,66.809,DHENKANAL,KANKADAHAD,NUA SAHI,Kampulei,13,17.9905,21.6,10.2923,25.0,10.6879,1807.5426,58.0,7,Sala Shorea robusta,0.3077,23,23.22222137451172,0.41573970964156254,8,7.44444465637207,0.13820559917603625,0.751119984477875
21.052047_85.690007,21.052,85.69,4.386,85.0194,DHENKANAL,KANKADAHAD,NUA SAHI,Kampulei,15,18.6093,18.8,7.16,25.0,5.1078,625.2442,83.0,7,Sala Shorea robusta,0.4667,21,20.66666603088379,0.4714045207910317,7,7.111111164093018,0.13036459602596034,0.7435907747927197
21.074972_85.389524,21.075,85.3895,2.142,108.6992,DHENKANAL,KANKADAHAD,MAHABIR ROAD,Mahabirod,28,11.0292,17.0,9.6429,25.0,7.8213,1485.8705,23.0,3,Sala Shorea robusta,0.9286,17,17.44444465637207,0.4969039949999476,6,6.0,0.126842960679866,0.7281388772059826
21.075714_85.392354,21.0757,85.3924,0.835,117.146,DHENKANAL,KANKADAHAD,KANKADAHAD,Mahabirod,19,15.5566,22.0,11.0647,27.0,7.0782,978.027,58.0,5,Sala Shorea robusta,0.4737,18,17.88888931274414,0.31426968052731874,6,5.777777671813965,0.13874494455201605,0.6548518184878404
21.076582_85.388847,21.0766,85.3888,4.7,109.122,DHENKANAL,KANKADAHAD,BURUGI BHUIN,Mahabirod,38,15.4112,22.0,10.5295,30.0,6.2992,1567.8353,13.0,2,Sala Shorea robusta,0.9737,18,18.0,0.0,5,5.0,0.14546740894357588,0.7103240444291001
21.077312_85.39015,21.0773,85.3902,4.1,107.9461,DHENKANAL,KANKADAHAD,BURUGI BHUIN,Mahabirod,36,13.5677,21.0,11.9333,30.0,7.7013,1864.5797,8.0,3,Sala Shorea robusta,0.9167,20,20.0,0.0,6,5.666666507720947,0.16509734578130317,0.6774656174445635
21.077442_85.388795,21.0774,85.3888,2.216,100.6617,DHENKANAL,KANKADAHAD,BURUGI BHUIN,Mahabirod,30,22.7777,21.0,11.7047,30.0,12.7324,7779.6528,48.0,4,Sala Shorea robusta,0.8667,20,19.44444465637207,0.4969039949999476,5,5.0,0.15495769891612698,0.6853602847799216
21.077809_85.392112,21.0778,85.3921,1.392,131.205,DHENKANAL,KANKADAHAD,BURUGI BHUIN,Mahabirod,21,29.7226,36.0,21.2524,45.0,15.582,7737.9542,73.0,9,Sala Shorea robusta,0.2381,20,19.77777862548828,0.41573970964156254,6,6.0,0.1280305874731452,0.7353327705729453
21.078879_85.387094,21.0789,85.3871,1.771,117.236,DHENKANAL,KANKADAHAD,BURUGI BHUIN,Mahabirod,26,20.21,25.4,14.4565,27.0,11.0613,3136.0885,78.0,5,Sala Shorea robusta,0.8077,19,19.55555534362793,0.4969039949999476,6,6.0,0.13402458971246686,0.6544035097714253
21.078934_85.390421,21.0789,85.3904,1.719,146.113,DHENKANAL,KANKADAHAD,BURUGI BHUIN,Mahabirod,11,45.5165,47.2,34.5455,50.0,12.2115,1620.1973,78.0,5,Dheura_Anogeissus_latifolia,0.3636,21,21.0,0.0,6,6.0,0.20539460254318076,0.7044442475276527
21.079134_85.389512,21.0791,85.3895,0.841,142.919,DHENKANAL,KANKADAHAD,BURUGI BHUIN,Mahabirod,12,23.8603,26.8,19.25,31.0,20.5045,5807.8026,78.0,7,Sala Shorea robusta,0.3333,20,20.22222137451172,0.6285393610547179,7,6.55555534362793,0.128890523329492,0.7290091201080413
21.106127_85.565469,21.1061,85.5655,5.486,75.4515,DHENKANAL,KANKADAHAD,BALI SAHI,Kerijoli,22,13.2136,13.6,4.6,18.0,7.162,2082.622,23.0,4,Sala Shorea robusta,0.6364,26,25.77777862548828,0.41573970964156254,9,8.666666984558105,0.14878484176205362,0.6739757473863861
21.106491_85.565027,21.1065,85.565,4.538,31.4166,DHENKANAL,KANKADAHAD,BALI SAHI,Kerijoli,30,14.1974,17.6,4.5517,20.0,6.4829,2347.615,23.0,3,Sala Shorea robusta,0.5,25,25.66666603088379,0.6666666666666666,9,8.666666984558105,0.13822096769620845,0.6880217375557607
21.107106_85.56567,21.1071,85.5657,5.372,52.8516,DHENKANAL,KANKADAHAD,BALI SAHI,Kerijoli,25,21.4061,25.0,6.9248,30.0,8.6962,3261.3235,33.0,5,Sala Shorea robusta,0.4,29,29.0,0.6666666666666666,8,8.0,0.13559597175404556,0.6647868374971027
21.10777_85.564995,21.1078,85.565,4.909,55.9911,DHENKANAL,KANKADAHAD,BALI SAHI,Kerijoli,28,22.3455,32.2,11.3014,45.0,9.9017,3991.2081,33.0,2,Sala Shorea robusta,0.6786,31,31.0,0.0,8,7.777777671813965,0.14079055911102434,0.6415034912499662
21.108009_85.565539,21.108,85.5655,4.972,57.4966,DHENKANAL,KANKADAHAD,BALI SAHI,Kerijoli,24,30.6359,36.0,12.0812,40.0,9.0718,3448.5693,33.0,9,Sala Shorea robusta,0.375,30,30.33333396911621,0.4714045207910317,8,7.888888835906982,0.127556322579691,0.7191182303650442
21.108207_85.564337,21.1082,85.5643,4.3,50.6636,DHENKANAL,KANKADAHAD,BALI SAHI,Kerijoli,30,17.4107,20.6,7.4333,25.0,8.1806,3371.2996,33.0,4,Sala Shorea robusta,0.6,28,28.0,0.0,9,8.44444465637207,0.12926286879285215,0.6661619410813326
21.108502_85.564922,21.1085,85.5649,4.818,41.8352,DHENKANAL,KANKADAHAD,BALI SAHI,Kerijoli,18,18.1281,19.6,7.9444,25.0,10.1505,3050.0453,28.0,3,Sala Shorea robusta,0.6667,31,30.88888931274414,0.31426968052731874,7,7.55555534362793,0.13080698254906536,0.6802541312346353
21.109137_85.564208,21.1091,85.5642,4.588,48.5725,DHENKANAL,KANKADAHAD,BALI SAHI,Kerijoli,16,17.0837,14.8,6.1219,25.0,7.9776,1800.2811,28.0,2,Sala Shorea robusta,0.5625,32,32.0,1.1547005383792515,8,7.888888835906982,0.10299974764321841,0.6553968460664022
21.109653_85.563835,21.1097,85.5638,6.561,63.182,DHENKANAL,KANKADAHAD,BALI SAHI,Kerijoli,18,12.5635,14.8,6.1806,17.0,9.7615,2496.1861,23.0,4,Sala Shorea robusta,0.5556,30,29.66666603088379,0.4714045207910317,8,7.44444465637207,0.13843349694201196,0.5550985798130763
21.110522_85.56385,21.1105,85.5638,6.238,55.5717,DHENKANAL,KANKADAHAD,BALI SAHI,Kerijoli,22,14.2493,15.0,5.1586,23.0,8.551,2706.3502,23.0,4,Sala Shorea robusta,0.6818,25,25.22222137451172,0.41573970964156254,8,8.222222328186035,0.14068074863426328,0.621724430444147
21.154502_85.365229,21.1545,85.3652,8.65,83.6,DHENKANAL,KANKADAHAD,RAIJHARANA,Pangatira,24,12.0675,12.4,7.275,13.0,9.7615,6195.2653,83.0,6,Sala Shorea robusta,0.4167,12,12.777777671813965,0.41573970964156254,5,5.55555534362793,0.17344018877628373,0.7045016567956618
21.155752_85.365857,21.1558,85.3659,4.706,83.1999,DHENKANAL,KANKADAHAD,RAIJHARANA,Pangatira,27,8.4458,14.0,7.5741,17.0,13.3454,7837.5454,68.0,9,Sala Shorea robusta,0.2222,13,12.777777671813965,0.41573970964156254,6,5.44444465637207,0.15219159429898804,0.6716785094455788
21.156085_85.364999,21.1561,85.365,3.55,95.7,DHENKANAL,KANKADAHAD,RAIJHARANA,Pangatira,26,16.1918,17.4,10.33,20.0,7.9455,2320.3995,8.0,6,Sala Shorea robusta,0.6538,11,11.222222328186035,0.41573970964156254,5,5.111111164093018,0.13363460618804998,0.6116307063259736
21.156_85.367028,21.156,85.367,4.95,78.0,DHENKANAL,KANKADAHAD,RAIJHARANA,Pangatira,21,9.7741,11.4,6.9667,13.0,15.3243,7511.8746,88.0,6,Sala Shorea robusta,0.3333,13,13.0,0.0,5,5.0,0.18231516208071136,0.6439867202999747
21.157913_85.365213,21.1579,85.3652,4.1,81.9,DHENKANAL,KANKADAHAD,RAIJHARANA,Pangatira,20,9.2464,10.2,7.1225,11.0,10.3371,2851.3603,68.0,6,Asana Terminalia alata,0.3,11,10.666666984558105,1.0540925533894598,5,6.0,0.13161283803186707,0.7188252467261752
21.158187_85.36696,21.1582,85.367,3.9,73.8,DHENKANAL,KANKADAHAD,RAIJHARANA,Pangatira,19,10.0648,10.8,6.6816,11.0,20.6231,14345.1523,78.0,6,Sala Shorea robusta,0.3684,9,10.666666984558105,1.4907119849998598,6,6.0,0.1257906927160484,0.528737971770254
21.158748_85.364022,21.1587,85.364,3.9,80.8,DHENKANAL,KANKADAHAD,RAIJHARANA,Pangatira,24,14.0243,11.8,5.9854,18.0,9.4034,6109.5206,58.0,6,Sala Shorea robusta,0.375,15,14.666666984558105,0.4714045207910317,6,5.777777671813965,0.13751157767915634,0.7100416513873192
21.15983_85.365755,21.1598,85.3658,3.0,75.1,DHENKANAL,KANKADAHAD,RAIJHARANA,Pangatira,10,12.6559,12.2,8.615,15.0,22.1862,6624.9041,88.0,4,Sala Shorea robusta,0.4,14,12.333333015441895,1.3333333333333333,6,6.333333492279053,0.17100244523116218,0.6254471923334592
21.160104_85.363229,21.1601,85.3632,4.86,81.1,DHENKANAL,KANKADAHAD,RAIJHARANA,Pangatira,23,15.978,11.0,5.5848,17.0,7.2727,4239.5097,68.0,7,Sala Shorea robusta,0.3043,16,16.0,0.0,6,6.0,0.1416549242889153,0.7333651947373764
21.161816_85.365742,21.1618,85.3657,4.445,66.3,DHENKANAL,KANKADAHAD,RAIJHARANA,Pangatira,6,13.6647,10.8,9.3333,20.0,15.6502,2552.9249,68.0,3,Sala Shorea robusta,0.5,13,13.333333015441895,0.4714045207910317,5,5.222222328186035,0.15917075407830567,0.6792585802261508
21.574184_85.390018,21.5742,85.39,4.269,618.8977,KENDUJHAR,BANSPAL,BHANRADI SAHI,,23,0.1607,0.19,0.157,0.19,0.739,10.6077,2.5,8,Kurei Holarrhena antidysenterica,0.3913,13,13.222222328186035,0.41573970964156254,7,7.0,0.26267656595034594,0.5110224521666111
21.574526_85.389458,21.5745,85.3895,4.755,619.8278,KENDUJHAR,BANSPAL,BHANRADI SAHI,,15,2.4403,2.68,1.4467,3.0,1.5067,81.5669,63.0,4,Harida Termanalia Chebula,0.6,14,13.88888931274414,0.8748897637790918,7,6.888888835906982,0.27124251140710903,0.4973162820509336
21.574774_85.38847,21.5748,85.3885,3.9,614.9226,KENDUJHAR,BANSPAL,BHANRADI SAHI,,12,2.73,3.14,1.8533,4.3,1.9152,52.3333,2.5,10,Khakada_Casearia_elliptica,0.1667,12,11.88888931274414,0.7370277311900908,7,7.111111164093018,0.2496481024837249,0.47633884584795133
21.574844_85.390232,21.5748,85.3902,4.804,611.1603,KENDUJHAR,BANSPAL,JAKARBANDHA SAHI,,12,7.952,3.24,1.6417,8.0,4.5359,1572.5304,63.0,8,Sala Shorea robusta,0.25,15,15.0,0.0,6,6.111111164093018,0.2399300025834805,0.6387763244035444
21.575176_85.390956,21.5752,85.391,4.132,581.4773,KENDUJHAR,BANSPAL,BHANRADI SAHI,,30,4.0219,4.96,2.1647,6.2,3.9683,727.6564,8.0,13,Other,0.1667,16,15.777777671813965,0.41573970964156254,7,7.333333492279053,0.1621546850670601,0.6907920656059326
21.57564_85.38927,21.5756,85.3893,4.664,585.4368,KENDUJHAR,BANSPAL,BHANRADI SAHI,,20,7.0206,8.0,3.55,9.0,5.3158,3877.8102,73.0,2,Harida Termanalia Chebula,0.65,14,14.333333015441895,0.4714045207910317,8,8.0,0.23011776498693315,0.6223903982670775
21.575764_85.387851,21.5758,85.3879,4.694,606.0366,KENDUJHAR,BANSPAL,BHANRADI SAHI,,13,18.0982,17.72,8.1115,28.0,5.1444,500.7659,38.0,5,Sala Shorea robusta,0.4615,7,6.55555534362793,0.49690399499995397,8,7.777777671813965,0.17655317398999948,0.7434916106046988
